# mesh name: boxMesh_1
# primitive scorer name: boxMesh_1
# iX, iY, iZ, total(value) [percm2], total(val^2), entry
7,9,29,0,0,0
7,10,0,0,0,0
7,10,1,0,0,0
7,10,2,0,0,0
7,10,3,0.0006037945905043731,3.645679075223435e-07,1
7,10,4,0,0,0
7,10,5,0,0,0
7,10,6,0,0,0
7,10,7,0,0,0
7,10,8,0,0,0
7,10,9,0,0,0
7,10,10,0,0,0
7,10,11,0,0,0
7,10,12,0,0,0
7,10,13,0,0,0
7,10,14,0,0,0
7,10,15,0.01169804129824682,0.0001368441702154881,1
7,10,16,0,0,0
7,10,17,0,0,0
7,10,18,0,0,0
7,10,19,0.023807345968246,0.0005667897220517593,1
7,10,20,0.0325286525252106,0.0006481498890831558,2
7,10,21,0.01079297374375277,0.0001164882822333366,1
7,10,22,0,0,0
7,10,23,0,0,0
7,10,24,0,0,0
7,10,25,0,0,0
7,10,26,0.001798506937746851,3.234627205123557e-06,1
7,10,27,0.02410826141792106,0.0005812082685948212,1
7,10,28,0,0,0
7,10,29,0,0,0
7,11,0,0,0,0
7,11,1,0,0,0
7,11,2,0,0,0
7,11,3,0,0,0
7,11,4,0,0,0
7,11,5,0,0,0
7,11,6,0,0,0
7,11,7,0,0,0
7,11,8,0,0,0
7,11,9,0,0,0
7,11,10,0,0,0
7,11,11,0,0,0
7,11,12,0.01008283176086469,0.0001016634963179018,1
7,11,13,0.006644066011897392,4.414361317045012e-05,1
7,11,14,0,0,0
7,11,15,0.02335542397543154,0.0005454758290721627,1
7,11,16,0,0,0
7,11,17,0,0,0
7,11,18,0,0,0
7,11,19,0.01025344883645215,0.000105133213041742,1
7,11,20,0.03567074322290304,0.000687972852533975,2
7,11,21,0.01123342459892966,0.0001261898282198379,1
7,11,22,0,0,0
7,11,23,0,0,0
7,11,24,0.01801409842732736,0.0003245077421494382,1
7,11,25,0,0,0
7,11,26,0,0,0
7,11,27,0.006813279698420051,4.642078024890282e-05,1
7,11,28,0,0,0
7,11,29,0,0,0
7,12,0,0,0,0
7,12,1,0,0,0
7,12,2,0,0,0
7,12,3,0,0,0
7,12,4,0,0,0
7,12,5,0,0,0
7,12,6,0,0,0
7,12,7,0,0,0
7,12,8,0,0,0
7,12,9,0,0,0
7,12,10,0,0,0
7,12,11,0,0,0
7,12,12,0.02325576291610891,0.0005408305088102667,1
7,12,13,0.03106083041079698,0.000602615446671369,2
7,12,14,0,0,0
7,12,15,0.02335542397543153,0.0005454758290721621,1
7,12,16,0,0,0
7,12,17,0,0,0
7,12,18,0,0,0
7,12,19,0,0,0
7,12,20,0.003594324903639026,1.29191715129197e-05,1
7,12,21,0.03742196041705768,0.0007055982729735933,2
7,12,22,0,0,0
7,12,23,0,0,0
7,12,24,0.02458125019614504,0.0006042378612054806,1
7,12,25,0,0,0
7,12,26,0,0,0
7,12,27,0,0,0
7,12,28,0,0,0
7,12,29,0,0,0
7,13,0,0,0,0
7,13,1,0,0,0
7,13,2,0,0,0
7,13,3,0,0,0
7,13,4,0,0,0
7,13,5,0,0,0
7,13,6,0,0,0
7,13,7,0,0,0
7,13,8,0,0,0
7,13,9,0,0,0
7,13,10,0,0,0
7,13,11,0,0,0
7,13,12,0.02325576291610895,0.0005408305088102683,1
7,13,13,0.04651879393795258,0.001082000279143257,2
7,13,14,0,0,0
7,13,15,0.01608006046720771,0.0002585683446290563,1
7,13,16,0.007275363508223857,5.293091417679535e-05,1
7,13,17,0,0,0
7,13,18,0,0,0
7,13,19,0,0,0
7,13,20,0,0,0
7,13,21,0.02287598063434122,0.0005233104899827544,1
7,13,22,0,0,0
7,13,23,0,0,0
7,13,24,0.01998049441110727,0.0003992201569122887,1
7,13,25,0.004600755785037816,2.116695379355893e-05,1
7,13,26,0,0,0
7,13,27,0,0,0
7,13,28,0,0,0
7,13,29,0,0,0
7,14,0,0,0,0
7,14,1,0,0,0
7,14,2,0,0,0
7,14,3,0,0,0
7,14,4,0,0,0
7,14,5,0,0,0
7,14,6,0,0,0
7,14,7,0,0,0
7,14,8,0,0,0
7,14,9,0,0,0
7,14,10,0,0,0
7,14,11,0,0,0
7,14,12,0.02325576291610891,0.0005408305088102667,1
7,14,13,0.0465187939379525,0.001082000279143254,2
7,14,14,0,0,0
7,14,15,0,0,0
7,14,16,0.002812782270695461,7.911744102338713e-06,1
7,14,17,0.02155508777467059,0.0004646218089737536,1
7,14,18,0,0,0
7,14,19,0,0,0
7,14,20,0,0,0
7,14,21,0.001461462830027203,2.13587360355112e-06,1
7,14,22,0,0,0
7,14,23,0.009752220408161736,9.510580288936626e-05,1
7,14,24,0,0,0
7,14,25,0.02453661108597802,0.0006020452835845396,1
7,14,26,0,0,0
7,14,27,0,0,0
7,14,28,0,0,0
7,14,29,0,0,0
7,15,0,0,0,0
7,15,1,0,0,0
7,15,2,0,0,0
7,15,3,0,0,0
7,15,4,0,0,0
7,15,5,0,0,0
7,15,6,0,0,0
7,15,7,0,0,0
7,15,8,0,0,0
7,15,9,0,0,0
7,15,10,0,0,0
7,15,11,0,0,0
7,15,12,0.009266401538650626,8.58661974755067e-05,1
7,15,13,0.03510039103681324,0.0006806541297223488,2
7,15,14,0,0,0
7,15,15,0.01907878472483013,0.0003640000265764114,1
7,15,16,0,0,0
7,15,17,0.002648935085208229,7.01685708564713e-06,1
7,15,18,0,0,0
7,15,19,0,0,0
7,15,20,0,0,0
7,15,21,0.02359397785689892,0.0005566757911118367,1
7,15,22,0,0,0
7,15,23,0.02396543411530517,0.0005743420323350329,1
7,15,24,0,0,0
7,15,25,0,0,0
7,15,26,0,0,0
7,15,27,0,0,0
7,15,28,0,0,0
7,15,29,0,0,0
7,16,0,0,0,0
7,16,1,0,0,0
7,16,2,0,0,0
7,16,3,0,0,0
7,16,4,0,0,0
7,16,5,0,0,0
7,16,6,0,0,0
7,16,7,0,0,0
7,16,8,0,0,0
7,16,9,0,0,0
7,16,10,0,0,0
7,16,11,0,0,0
7,16,12,0,0,0
7,16,13,0.01384905534305651,0.0001917963338950422,1
7,16,14,0,0,0
7,16,15,0.02310425024010122,0.0005338063791572174,1
7,16,16,0,0,0
7,16,17,0,0,0
7,16,18,0,0,0
7,16,19,0,0,0
7,16,20,0,0,0
7,16,21,0.02359397785689888,0.0005566757911118348,1
7,16,22,0,0,0
7,16,23,0.02396543411530513,0.0005743420323350312,1
7,16,24,0,0,0
7,16,25,0,0,0
7,16,26,0,0,0
7,16,27,0,0,0
7,16,28,0,0,0
7,16,29,0,0,0
7,17,0,0,0,0
7,17,1,0,0,0
7,17,2,0,0,0
7,17,3,0,0,0
7,17,4,0,0,0
7,17,5,0,0,0
7,17,6,0,0,0
7,17,7,0,0,0
7,17,8,0,0,0
7,17,9,0,0,0
7,17,10,0,0,0
7,17,11,0,0,0
7,17,12,0,0,0
7,17,13,0,0,0
7,17,14,0,0,0
7,17,15,0.02310425024010126,0.0005338063791572192,1
7,17,16,0.003105203057236359,9.642286026670029e-06,1
7,17,17,0,0,0
7,17,18,0,0,0
7,17,19,0,0,0
7,17,20,0,0,0
7,17,21,0.02359397785689892,0.0005566757911118367,1
7,17,22,0,0,0
7,17,23,0.009094214532261615,8.270473795879833e-05,1
7,17,24,0.01487121958304356,0.0002211531718870981,1
7,17,25,0,0,0
7,17,26,0,0,0
7,17,27,0,0,0
7,17,28,0,0,0
7,17,29,0,0,0
7,18,0,0,0,0
7,18,1,0,0,0
7,18,2,0,0,0
7,18,3,0,0,0
7,18,4,0,0,0
7,18,5,0,0,0
7,18,6,0,0,0
7,18,7,0,0,0
7,18,8,0,0,0
7,18,9,0,0,0
7,18,10,0,0,0
7,18,11,0,0,0
7,18,12,0,0,0
7,18,13,0,0,0
7,18,14,0,0,0
7,18,15,0.02310425024010119,0.0005338063791572158,1
7,18,16,0.02302920731271748,0.0005303443894521203,1
7,18,17,0,0,0
7,18,18,0,0,0
7,18,19,0,0,0
7,18,20,0,0,0
7,18,21,0.008878633210267713,7.883012768246875e-05,1
7,18,22,0.01471534464663113,0.0002165413680691355,1
7,18,23,0,0,0
7,18,24,0.01915376123645096,0.0003668665695029716,1
7,18,25,0,0,0
7,18,26,0,0,0
7,18,27,0,0,0
7,18,28,0,0,0
7,18,29,0,0,0
7,19,0,0,0,0
7,19,1,0,0,0
7,19,2,0,0,0
7,19,3,0,0,0
7,19,4,0,0,0
7,19,5,0,0,0
7,19,6,0,0,0
7,19,7,0,0,0
7,19,8,0,0,0
7,19,9,0,0,0
7,19,10,0,0,0
7,19,11,0,0,0
7,19,12,0,0,0
7,19,13,0,0,0
7,19,14,0,0,0
7,19,15,0.01070665529519378,0.000114632467610101,1
7,19,16,0.02302920731271755,0.0005303443894521235,1
7,19,17,0,0,0
7,19,18,0,0,0
7,19,19,0,0,0
7,19,20,0,0,0
7,19,21,0,0,0
7,19,22,0.004565308056434923,2.084203765014962e-05,1
7,19,23,0,0,0
7,19,24,0,0,0
7,19,25,0,0,0
7,19,26,0,0,0
7,19,27,0,0,0
7,19,28,0,0,0
7,19,29,0,0,0
7,20,0,0,0,0
7,20,1,0,0,0
7,20,2,0,0,0
7,20,3,0,0,0
7,20,4,0,0,0
7,20,5,0,0,0
7,20,6,0,0,0
7,20,7,0,0,0
7,20,8,0,0,0
7,20,9,0,0,0
7,20,10,0,0,0
7,20,11,0,0,0
7,20,12,0,0,0
7,20,13,0,0,0
7,20,14,0,0,0
7,20,15,0,0,0
7,20,16,0.02302920731271755,0.0005303443894521235,1
7,20,17,0,0,0
7,20,18,0,0,0
7,20,19,0,0,0
7,20,20,0,0,0
7,20,21,0,0,0
7,20,22,0,0,0
7,20,23,0,0,0
7,20,24,0,0,0
7,20,25,0,0,0
7,20,26,0,0,0
7,20,27,0,0,0
7,20,28,0,0,0
7,20,29,0,0,0
7,21,0,0,0,0
7,21,1,0.02192778520640965,0.0004808277640584377,1
7,21,2,0,0,0
7,21,3,0,0,0
7,21,4,0,0,0
7,21,5,0,0,0
7,21,6,0,0,0
7,21,7,0,0,0
7,21,8,0,0,0
7,21,9,0,0,0
7,21,10,0,0,0
7,21,11,0,0,0
7,21,12,0,0,0
7,21,13,0,0,0
7,21,14,0,0,0
7,21,15,0,0,0
7,21,16,0.02302920731271747,0.0005303443894521197,1
7,21,17,0,0,0
7,21,18,0,0,0
7,21,19,0,0,0
7,21,20,0,0,0
7,21,21,0,0,0
7,21,22,0,0,0
7,21,23,0,0,0
7,21,24,0,0,0
7,21,25,0,0,0
7,21,26,0,0,0
7,21,27,0,0,0
7,21,28,0,0,0
7,21,29,0,0,0
7,22,0,0.01105028365038658,0.000122108768754001,1
7,22,1,0.01288696183483235,0.0001660737853324255,1
7,22,2,0,0,0
7,22,3,0,0,0
7,22,4,0,0,0
7,22,5,0,0,0
7,22,6,0,0,0
7,22,7,0,0,0
7,22,8,0,0,0
7,22,9,0,0,0
7,22,10,0,0,0
7,22,11,0,0,0
7,22,12,0,0,0
7,22,13,0,0,0
7,22,14,0,0,0
7,22,15,0,0,0
7,22,16,0.01224017651662937,0.0001498219211582451,1
7,22,17,0,0,0
7,22,18,0,0,0
7,22,19,0,0,0
7,22,20,0.01013310242036658,0.0001026797646616391,1
7,22,21,0,0,0
7,22,22,0,0,0
7,22,23,0,0,0
7,22,24,0,0,0
7,22,25,0,0,0
7,22,26,0,0,0
7,22,27,0,0,0
7,22,28,0,0,0
7,22,29,0,0,0
7,23,0,0.02393724548521891,0.0005729917214196329,1
7,23,1,0,0,0
7,23,2,0,0,0
7,23,3,0,0,0
7,23,4,0,0,0
7,23,5,0,0,0
7,23,6,0,0,0
7,23,7,0,0,0
7,23,8,0,0,0
7,23,9,0,0,0
7,23,10,0,0,0
7,23,11,0,0,0
7,23,12,0.01402488415862025,0.0001966973756627172,1
7,23,13,0,0,0
7,23,14,0,0,0
7,23,15,0,0,0
7,23,16,0,0,0
7,23,17,0,0,0
7,23,18,0,0,0
7,23,19,0,0,0
7,23,20,0.001413623071420325,1.998330188051834e-06,1
7,23,21,0.02175214985787776,0.0004731560234395714,1
7,23,22,0,0,0
7,23,23,0,0,0
7,23,24,0,0,0
7,23,25,0,0,0
7,23,26,0,0,0
7,23,27,0,0,0
7,23,28,0,0,0
7,23,29,0,0,0
7,24,0,0.02393724548521883,0.000572991721419629,1
7,24,1,0,0,0
7,24,2,0,0,0
7,24,3,0,0,0
7,24,4,0,0,0
7,24,5,0,0,0
7,24,6,0,0,0
7,24,7,0,0,0
7,24,8,0,0,0
7,24,9,0,0,0
7,24,10,0,0,0
7,24,11,0,0,0
7,24,12,0.02276923754311967,0.0005184381782950103,1
7,24,13,0,0,0
7,24,14,0,0,0
7,24,15,0,0,0
7,24,16,0,0,0
7,24,17,0,0,0
7,24,18,0,0,0
7,24,19,0,0,0
7,24,20,0,0,0
7,24,21,0.02316577292929801,0.0005366530354117964,1
7,24,22,0,0,0
7,24,23,0,0,0
7,24,24,0,0,0
7,24,25,0,0,0
7,24,26,0,0,0
7,24,27,0,0,0
7,24,28,0,0,0
7,24,29,0,0,0
7,25,0,0.017450908589202,0.0003045342105886842,1
7,25,1,0,0,0
7,25,2,0,0,0
7,25,3,0,0,0
7,25,4,0,0,0
7,25,5,0,0,0
7,25,6,0,0,0
7,25,7,0,0,0
7,25,8,0,0,0
7,25,9,0,0,0
7,25,10,0,0,0
7,25,11,0,0,0
7,25,12,0.02276923754311975,0.0005184381782950139,1
7,25,13,0,0,0
7,25,14,0,0,0
7,25,15,0,0,0
7,25,16,0,0,0
7,25,17,0,0,0
7,25,18,0,0,0
7,25,19,0,0,0
7,25,20,0,0,0
7,25,21,0.02316577292929809,0.0005366530354118001,1
7,25,22,0,0,0
7,25,23,0,0,0
7,25,24,0,0,0
7,25,25,0,0,0
7,25,26,0,0,0
7,25,27,0,0,0
7,25,28,0,0,0
7,25,29,0,0,0
7,26,0,0,0,0
7,26,1,0,0,0
7,26,2,0,0,0
7,26,3,0,0,0
7,26,4,0,0,0
7,26,5,0,0,0
7,26,6,0,0,0
7,26,7,0,0,0
7,26,8,0,0,0
7,26,9,0,0,0
7,26,10,0,0,0
7,26,11,0,0,0
7,26,12,0.02276923754311975,0.0005184381782950139,1
7,26,13,0,0,0
7,26,14,0,0,0
7,26,15,0,0,0
7,26,16,0,0,0
7,26,17,0,0,0
7,26,18,0,0,0
7,26,19,0,0,0
7,26,20,0,0,0
7,26,21,0.02316577292929809,0.0005366530354118001,1
7,26,22,0,0,0
7,26,23,0,0,0
7,26,24,0,0,0
7,26,25,0,0,0
7,26,26,0,0,0
7,26,27,0,0,0
7,26,28,0,0,0
7,26,29,0,0,0
7,27,0,0,0,0
7,27,1,0,0,0
7,27,2,0,0,0
7,27,3,0,0,0
7,27,4,0,0,0
7,27,5,0,0,0
7,27,6,0,0,0
7,27,7,0,0,0
7,27,8,0,0,0
7,27,9,0,0,0
7,27,10,0,0,0
7,27,11,0,0,0
7,27,12,0.02276923754311975,0.0005184381782950139,1
7,27,13,0,0,0
7,27,14,0,0,0
7,27,15,0,0,0
7,27,16,0,0,0
7,27,17,0,0,0
7,27,18,0,0,0
7,27,19,0,0,0
7,27,20,0.01187837862745016,0.0001410958788170649,1
7,27,21,0.02101686342723622,0.0004417085483190991,1
7,27,22,0,0,0
7,27,23,0,0,0
7,27,24,0,0,0
7,27,25,0,0,0
7,27,26,0,0,0
7,27,27,0,0,0
7,27,28,0,0,0
7,27,29,0,0,0
7,28,0,0,0,0
7,28,1,0,0,0
7,28,2,0,0,0
7,28,3,0,0,0
7,28,4,0,0,0
7,28,5,0,0,0
7,28,6,0,0,0
7,28,7,0,0,0
7,28,8,0,0,0
7,28,9,0,0,0
7,28,10,0,0,0
7,28,11,0,0,0
7,28,12,0.02276923754311967,0.0005184381782950103,1
7,28,13,0,0,0
7,28,14,0,0,0
7,28,15,0.02370045752005122,0.0005617116866597523,1
7,28,16,0,0,0
7,28,17,0,0,0
7,28,18,0,0,0
7,28,19,0,0,0
7,28,20,0.005041540044566153,2.541712602096409e-05,1
7,28,21,0.017978377435148,0.0003232220552006389,1
7,28,22,0,0,0
7,28,23,0,0,0
7,28,24,0,0,0
7,28,25,0,0,0
7,28,26,0,0,0
7,28,27,0,0,0
7,28,28,0,0,0
7,28,29,0,0,0
7,29,0,0,0,0
7,29,1,0,0,0
7,29,2,0,0,0
7,29,3,0,0,0
7,29,4,0,0,0
7,29,5,0,0,0
7,29,6,0,0,0
7,29,7,0,0,0
7,29,8,0,0,0
7,29,9,0,0,0
7,29,10,0,0,0
7,29,11,0,0,0
7,29,12,0.01902049151304016,0.0003617790973976327,1
7,29,13,0,0,0
7,29,14,0,0,0
7,29,15,0,0,0
7,29,16,0,0,0
7,29,17,0,0,0
7,29,18,0,0,0
7,29,19,0,0,0
7,29,20,0,0,0
7,29,21,0.02301991747971421,0.0005299166007728516,1
7,29,22,0,0,0
7,29,23,0,0,0
7,29,24,0,0,0
7,29,25,0,0,0
7,29,26,0,0,0
7,29,27,0,0,0
7,29,28,0,0,0
7,29,29,0,0,0
8,0,0,0,0,0
8,0,1,0,0,0
8,0,2,0,0,0
8,0,3,0,0,0
8,0,4,0,0,0
8,0,5,0,0,0
8,0,6,0,0,0
8,0,7,0,0,0
8,0,8,0,0,0
8,0,9,0,0,0
8,0,10,0.02333816055480786,0.0004336540741232352,2
8,0,11,0,0,0
8,0,12,0,0,0
8,0,13,0,0,0
8,0,14,0,0,0
8,0,15,0.004423186392139745,1.956457785961021e-05,1
8,0,16,0,0,0
8,0,17,0,0,0
8,0,18,0,0,0
8,0,19,0,0,0
8,0,20,0,0,0
8,0,21,0.02624117927505258,0.0006885994897454491,1
8,0,22,0.03507213797846166,0.0007926935817783001,2
8,0,23,0.01945695757039752,0.0002451580924739111,2
8,0,24,0,0,0
8,0,25,0.00442455060598386,1.957664806491214e-05,1
8,0,26,0.04771152715389589,0.001187852691589036,2
8,0,27,0,0,0
8,0,28,0,0,0
8,0,29,0.03107868756042175,0.0009658848204783136,1
8,1,0,0,0,0
8,1,1,0,0,0
8,1,2,0.01035729281220754,0.0001072735143978059,1
8,1,3,0,0,0
8,1,4,0,0,0
8,1,5,0,0,0
8,1,6,0,0,0
8,1,7,0,0,0
8,1,8,0.001528905057338134,2.337550674354123e-06,1
8,1,9,0.05491566660726847,0.001588024281287865,2
8,1,10,0.004203674903990317,1.571429967766968e-05,2
8,1,11,0,0,0
8,1,12,0,0,0
8,1,13,0,0,0
8,1,14,0,0,0
8,1,15,0.02413008166213689,0.000582260841021395,1
8,1,16,0,0,0
8,1,17,0,0,0
8,1,18,0.02947493271644133,0.0004984336787641905,2
8,1,19,0,0,0
8,1,20,0.01587400135980071,0.0002519839191709547,1
8,1,21,0.002348799600739626,5.516859564434625e-06,1
8,1,22,0.006385805743501574,4.077851499373769e-05,1
8,1,23,0.0009061216938070052,8.210565239876761e-07,1
8,1,24,0,0,0
8,1,25,0,0,0
8,1,26,0.0244214388745346,0.0004694129913087504,2
8,1,27,0.03360128055349631,0.0007293995242835511,2
8,1,28,0.003374615214906772,1.138802784868028e-05,1
8,1,29,0,0,0
8,2,0,0,0,0
8,2,1,0.007869949729938281,6.193610875175562e-05,1
8,2,2,0.02128588883279964,0.0004530890634023047,1
8,2,3,0,0,0
8,2,4,0,0,0
8,2,5,0,0,0
8,2,6,0.007363946967678252,5.422771494277772e-05,1
8,2,7,0,0,0
8,2,8,0.004311544133969717,1.858941281916868e-05,1
8,2,9,0.02508340089239698,0.0006291770003287017,1
8,2,10,0,0,0
8,2,11,0,0,0
8,2,12,0,0,0
8,2,13,0,0,0
8,2,14,0,0,0
8,2,15,0.002882067929753137,8.306315551711535e-06,1
8,2,16,0.02124801373238377,0.0004514780875715694,1
8,2,17,0,0,0
8,2,18,0.04959972048489455,0.001230345590354391,2
8,2,19,0,0,0
8,2,20,0.01335764271946228,0.0001494346345843921,2
8,2,21,0.01698117002676559,0.0002883601354779222,1
8,2,22,0,0,0
8,2,23,0,0,0
8,2,24,0,0,0
8,2,25,0,0,0
8,2,26,0,0,0
8,2,27,0.0249537500687248,0.0004475793798523939,2
8,2,28,0.02909071043356814,0.00084626943352971,1
8,2,29,0.0006326230887503417,4.002119724200227e-07,1
8,3,0,0,0,0
8,3,1,0.02915583856273787,0.0008500629222964329,1
8,3,2,0,0,0
8,3,3,0,0,0
8,3,4,0,0,0
8,3,5,0.02595147824565368,0.0006734792231346365,1
8,3,6,0.006720461560095312,2.797759458738913e-05,2
8,3,7,0,0,0
8,3,8,0,0,0
8,3,9,0.01295916922250525,0.0001679400669375274,1
8,3,10,0,0,0
8,3,11,0,0,0
8,3,12,0,0,0
8,3,13,0,0,0
8,3,14,0,0,0
8,3,15,0,0,0
8,3,16,0.01032308494237479,0.0001065660827274851,1
8,3,17,0,0,0
8,3,18,0.03965054790976564,0.0006045757590675863,3
8,3,19,0.004653049639015327,2.165087094314066e-05,1
8,3,20,0,0,0
8,3,21,0.0250184953687352,0.0006259251105154247,1
8,3,22,0,0,0
8,3,23,0,0,0
8,3,24,0,0,0
8,3,25,0,0,0
8,3,26,0,0,0
8,3,27,0,0,0
8,3,28,0,0,0
8,3,29,0.02972333352231843,0.0008834765556789784,1
8,4,0,0.009082087828318796,8.248431932129643e-05,1
8,4,1,0.002402040062318788,5.769796460984447e-06,1
8,4,2,0,0,0
8,4,3,0,0,0
8,4,4,0.004277028091083421,1.829296929191669e-05,1
8,4,5,0.02322892235585277,0.0005395828338142364,1
8,4,6,0.02567307322905612,0.0006591066890244782,1
8,4,7,0,0,0
8,4,8,0,0,0
8,4,9,0,0,0
8,4,10,0,0,0
8,4,11,0,0,0
8,4,12,0,0,0
8,4,13,0,0,0
8,4,14,0,0,0
8,4,15,0,0,0
8,4,16,0,0,0
8,4,17,0,0,0
8,4,18,0.02728674803579271,0.0005853939285333122,2
8,4,19,0.009152817137447023,8.377406155154391e-05,1
8,4,20,0,0,0
8,4,21,0.02501849536873524,0.0006259251105154268,1
8,4,22,0,0,0
8,4,23,0,0,0
8,4,24,0.006871920590681328,4.722329260463001e-05,1
8,4,25,0,0,0
8,4,26,0,0,0
8,4,27,0,0,0
8,4,28,0,0,0
8,4,29,0.007496106266405041,5.619160915723692e-05,1
8,5,0,0,0,0
8,5,1,0,0,0
8,5,2,0,0,0
8,5,3,0,0,0
8,5,4,0,0,0
8,5,5,0.01666808166130441,0.0002778249462679124,1
8,5,6,0.009004991567751652,8.108987313527838e-05,1
8,5,7,0,0,0
8,5,8,0,0,0
8,5,9,0,0,0
8,5,10,0,0,0
8,5,11,0,0,0
8,5,12,0,0,0
8,5,13,0,0,0
8,5,14,0,0,0
8,5,15,0,0,0
8,5,16,0,0,0
8,5,17,0,0,0
8,5,18,0.04777328312106407,0.001141155865664585,2
8,5,19,0.004285208590453758,1.836301266369868e-05,1
8,5,20,0,0,0
8,5,21,0.002743394807775267,7.526215071328296e-06,1
8,5,22,0.005253193484476623,2.759604178534764e-05,1
8,5,23,0,0,0
8,5,24,0.02373539862007047,0.0005633691476536432,1
8,5,25,0.0021713697355974,4.714846528668324e-06,1
8,5,26,0,0,0
8,5,27,0,0,0
8,5,28,0,0,0
8,5,29,0,0,0
8,6,0,0,0,0
8,6,1,0.02158288567214411,0.0004658209539368436,1
8,6,2,0.004225386256205326,1.785388901412887e-05,1
8,6,3,0,0,0
8,6,4,0,0,0
8,6,5,0.02347362946516005,0.0005510112802676302,1
8,6,6,0,0,0
8,6,7,0,0,0
8,6,8,0,0,0
8,6,9,0,0,0
8,6,10,0,0,0
8,6,11,0,0,0
8,6,12,0,0,0
8,6,13,0,0,0
8,6,14,0,0,0
8,6,15,0.002853440891757497,8.14212492275382e-06,1
8,6,16,0,0,0
8,6,17,0,0,0
8,6,18,0.04287775585628586,0.0009304702553496069,2
8,6,19,0.02398097292842488,0.000575087062593847,1
8,6,20,0,0,0
8,6,21,0,0,0
8,6,22,0,0,0
8,6,23,0,0,0
8,6,24,0,0,0
8,6,25,0.02590676835566787,0.000671160646634234,1
8,6,26,0,0,0
8,6,27,0,0,0
8,6,28,0,0,0
8,6,29,0,0,0
8,7,0,0.004712673231609938,2.220928898793284e-05,1
8,7,1,0.02250717393212878,0.0005065728784110971,1
8,7,2,0,0,0
8,7,3,0,0,0
8,7,4,0,0,0
8,7,5,0,0,0
8,7,6,0,0,0
8,7,7,0,0,0
8,7,8,0,0,0
8,7,9,0,0,0
8,7,10,0,0,0
8,7,11,0,0,0
8,7,12,0.006176302144271065,3.814670817732736e-05,1
8,7,13,0,0,0
8,7,14,0.001869729122655338,3.495886992105499e-06,1
8,7,15,0.02335542397543154,0.0005454758290721627,1
8,7,16,0,0,0
8,7,17,0,0,0
8,7,18,0.02380734596824597,0.0005667897220517575,1
8,7,19,0.003228823621648134,1.042530197971298e-05,1
8,7,20,0.02075214930677675,0.0004306517008507546,1
8,7,21,0,0,0
8,7,22,0.01140230754834245,0.0001300126174269872,1
8,7,23,0,0,0
8,7,24,0,0,0
8,7,25,0.02572033695674264,0.0006615357331683811,1
8,7,26,0.0001571109527945458,2.468385148801e-08,1
8,7,27,0,0,0
8,7,28,0,0,0
8,7,29,0,0,0
8,8,0,0.02721984716373874,0.0007409200796172961,1
8,8,1,0,0,0
8,8,2,0,0,0
8,8,3,0,0,0
8,8,4,0,0,0
8,8,5,0,0,0
8,8,6,0,0,0
8,8,7,0,0,0
8,8,8,0,0,0
8,8,9,0,0,0
8,8,10,0,0,0
8,8,11,0,0,0
8,8,12,0.02325576291610894,0.000540830508810268,1
8,8,13,0,0,0
8,8,14,0.02945192222669796,0.000580178758807928,2
8,8,15,0.02335542397543157,0.0005454758290721636,1
8,8,16,0,0,0
8,8,17,0,0,0
8,8,18,0.003466318976738891,1.201536724850015e-05,1
8,8,19,0.03008745559374598,0.0009052549841056362,1
8,8,20,0.0463086919299333,0.001011080941400862,3
8,8,21,0,0,0
8,8,22,0.001973082917083343,3.893056197686116e-06,1
8,8,23,0.02260816727906172,0.0005111292277180371,1
8,8,24,0,0,0
8,8,25,0,0,0
8,8,26,0,0,0
8,8,27,0,0,0
8,8,28,0,0,0
8,8,29,0,0,0
8,9,0,0.01215753920892406,0.0001478057596165259,1
8,9,1,0,0,0
8,9,2,0,0,0
8,9,3,0,0,0
8,9,4,0,0,0
8,9,5,0,0,0
8,9,6,0,0,0
8,9,7,0,0,0
8,9,8,0,0,0
8,9,9,0,0,0
8,9,10,0,0,0
8,9,11,0,0,0
8,9,12,0.02325576291610891,0.0005408305088102662,1
8,9,13,0.01130182011286848,0.0001277311378636385,1
8,9,14,0.03521697382508401,0.000684534444452357,2
8,9,15,0.02335542397543152,0.0005454758290721615,1
8,9,16,0,0,0
8,9,17,0,0,0
8,9,18,0,0,0
8,9,19,0,0,0
8,9,20,0.04098857855451247,0.0007277596748777665,3
8,9,21,0,0,0
8,9,22,0,0,0
8,9,23,0.02458125019614503,0.0006042378612054801,1
8,9,24,0,0,0
8,9,25,0,0,0
8,9,26,0,0,0
8,9,27,0,0,0
8,9,28,0,0,0
8,9,29,0,0,0
8,10,0,0,0,0
8,10,1,0,0,0
8,10,2,0,0,0
8,10,3,0,0,0
8,10,4,0,0,0
8,10,5,0,0,0
8,10,6,0,0,0
8,10,7,0,0,0
8,10,8,0,0,0
8,10,9,0,0,0
8,10,10,0,0,0
8,10,11,0,0,0
8,10,12,0.02325576291610894,0.000540830508810268,1
8,10,13,0.02323506157899895,0.0005398680865798734,1
8,10,14,0.02328373235895363,0.0005421321925633843,1
8,10,15,0.01431310694183619,0.0001429474422521854,2
8,10,16,0,0,0
8,10,17,0,0,0
8,10,18,0,0,0
8,10,19,0,0,0
8,10,20,0.03143620620912067,0.0006295790307005956,2
8,10,21,0,0,0
8,10,22,0.01469276793746921,0.0002158774296643231,1
